ticker,name,status,has_ai_disclosure,total_ai_mentions,cat_core_ai,cat_ai_tech,cat_ai_risk,cat_ai_infra,cat_ai_regulation,cat_mit4_malicious,cat_mit5_human,cat_mit6_socio,cat_mit6_environ,cat_mit7_safety,kw_nvidia,kw_data_center,kw_gpu,kw_sustainability,kw_compute,kw_ai_model,kw_misuse,kw_generative_ai,kw_llm,kw_bias,kw_ai_system,kw_algorithm,kw_ai_regulation,kw_eu_ai_act,kw_disinformation,kw_misinformation,kw_automation,kw_artificial_intelligence,kw_autonomous,kw_cyberattack,kw_manipulation,kw_machine_learning,kw_large_language_model,kw_carbon_footprint,kw_environmental_impact,kw_robotics,kw_uncontrollable,kw_misalignment,kw_explainability,kw_predictive_analytics,kw_energy_consumption,kw_labor_disruption,kw_responsible_ai,kw_ai_governance,kw_ai_agent,kw_natural_language_processing,kw_training_data,kw_agentic,kw_adversarial,kw_algorithmic_accountability,kw_dual-use,kw_overreliance,kw_computer_vision,kw_monopol,kw_human_oversight,kw_neural_network,kw_hallucination,kw_nlp,kw_over-reliance,kw_ai_legislation,kw_ai_ethics,kw_jailbreak
UTHR,UNITED THERAPEUTICS Corp,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPAY,"CORPAY, INC.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFRM,"Affirm Holdings, Inc.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LH,LABCORP HOLDINGS INC.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L,LOEWS CORP,analyzed,True,11,4,0,0,3,0,4,0,0,0,0,,1.0,,,2.0,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUV,SOUTHWEST AIRLINES CO,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS,CMS ENERGY CORP,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSNC,SS&C Technologies Holdings Inc,analyzed,True,38,9,25,0,3,0,0,0,0,1,0,,3.0,,1.0,,,,1.0,,,,5.0,,,,,19.0,3.0,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
DRI,DARDEN RESTAURANTS INC,analyzed,True,5,1,0,0,1,0,0,0,0,3,0,,,,3.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,Carlyle Group Inc.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSN,"TYSON FOODS, INC.",analyzed,True,6,1,0,0,2,0,1,1,0,1,0,,,,,2.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC,PTC INC.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PODD,INSULET CORP,analyzed,True,9,3,0,1,2,1,2,0,0,0,0,,,,,2.0,,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
NVR,NVR INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOST,"Toast, Inc.",analyzed,True,20,12,0,1,4,0,0,0,0,3,0,,,,3.0,3.0,3.0,,2.0,,1.0,,,,,,,,4.0,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
ILMN,"ILLUMINA, INC.",analyzed,True,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CW,CURTISS WRIGHT CORP,analyzed,True,9,2,0,0,6,0,0,0,0,1,0,,1.0,,1.0,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHD,CHURCH & DWIGHT CO INC /DE/,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBAC,SBA COMMUNICATIONS CORP,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGX,QUEST DIAGNOSTICS INC,analyzed,True,9,3,0,0,0,0,4,0,0,2,0,,,,2.0,,,,2.0,1.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWLO,TWILIO INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,INTERNATIONAL PAPER CO /NEW/,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTRA,Coterra Energy Inc.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC,CENTENE CORP,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFG,PRINCIPAL FINANCIAL GROUP INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPN,GLOBAL PAYMENTS INC,analyzed,True,30,3,1,0,6,0,8,0,0,12,0,,1.0,,12.0,5.0,,5.0,,,,,,,,,,1.0,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASY,CASEYS GENERAL STORES INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUBS,HUBSPOT INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U,Unity Software Inc.,analyzed,True,35,16,1,3,12,0,3,0,0,0,0,,9.0,,,3.0,2.0,3.0,2.0,,2.0,2.0,1.0,,,,,,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYL,TYLER TECHNOLOGIES INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGI,SOMNIGROUP INTERNATIONAL INC.,analyzed,True,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI,NISOURCE INC.,analyzed,True,25,0,0,1,17,0,1,0,2,4,0,,16.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
SW,Smurfit Westrock plc,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBA,RB GLOBAL INC.,analyzed,True,7,3,1,0,2,0,0,0,0,1,0,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,"Super Micro Computer, Inc.",analyzed,True,20,3,0,0,13,0,3,1,0,0,0,1.0,2.0,9.0,,1.0,,3.0,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXAS,EXACT SCIENCES CORP,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPL,Texas Pacific Land Corp,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WST,WEST PHARMACEUTICAL SERVICES INC,analyzed,True,3,0,0,0,0,0,2,0,0,1,0,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBHT,HUNT J B TRANSPORT SERVICES INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKS,"DICK'S SPORTING GOODS, INC.",analyzed,True,31,22,1,1,2,0,5,0,0,0,0,,,,,2.0,,1.0,1.0,11.0,1.0,,1.0,,,,,,1.0,,4.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,iShares Silver Trust,analyzed,True,3,0,0,1,1,0,0,1,0,0,0,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRMB,TRIMBLE INC.,analyzed,True,18,5,1,0,5,0,1,0,0,6,0,,,,6.0,5.0,,1.0,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDW,CDW Corp,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMCR,Amcor plc,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTI,TechnipFMC plc,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCY,INCYTE CORP,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRW,"C. H. ROBINSON WORLDWIDE, INC.",analyzed,True,8,2,2,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTV,Fortive Corp,analyzed,True,18,8,2,0,3,0,1,0,0,4,0,,,,4.0,3.0,,,2.0,,,,,,,,,2.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
BG,Bunge Global SA,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGLD,ROYAL GOLD INC,analyzed,True,4,1,0,0,2,0,0,0,0,1,0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKG,PACKAGING CORP OF AMERICA,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPC,GENUINE PARTS CO,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNA,Snap-on Inc,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTAI,FTAI Aviation Ltd.,analyzed,True,8,0,0,0,1,0,3,0,1,3,0,,,,3.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
ZG,"ZILLOW GROUP, INC.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBH,"ZIMMER BIOMET HOLDINGS, INC.",analyzed,True,9,6,0,0,3,0,0,0,0,0,0,,,,,3.0,,,,,,,,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FITBI,FIFTH THIRD BANCORP,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKC,MCCORMICK & CO INC,analyzed,True,21,7,0,0,2,0,4,0,0,8,0,,,,7.0,2.0,,1.0,,1.0,,,,,,,,,4.0,,3.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTD,"Trade Desk, Inc.",analyzed,True,25,5,8,0,8,0,4,0,0,0,0,,1.0,,,7.0,,2.0,,,,,5.0,,,,,3.0,4.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWD,"Woodward, Inc.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IONQ,"IonQ, Inc.",analyzed,True,78,1,13,0,62,0,2,0,0,0,0,,3.0,,,59.0,,1.0,,,,,12.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESS,"ESSEX PROPERTY TRUST, INC.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LII,LENNOX INTERNATIONAL INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKNG,DraftKings Inc.,analyzed,True,13,7,1,0,3,0,0,2,0,0,0,,,,,3.0,,,2.0,,,,1.0,,,,,,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
PINS,"PINTEREST, INC.",analyzed,True,26,12,4,1,6,3,0,0,0,0,0,,3.0,,,3.0,,,4.0,,,1.0,2.0,,3.0,,,1.0,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
IT,GARTNER INC,analyzed,True,29,13,3,1,6,2,0,0,0,4,0,,,,4.0,5.0,,,2.0,1.0,,3.0,3.0,,2.0,,,,3.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THC,TENET HEALTHCARE CORP,analyzed,True,18,12,1,1,1,0,1,0,1,1,0,,,,1.0,1.0,,1.0,2.0,6.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
XPO,"XPO, Inc.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTZ,MASTEC INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GWRE,"Guidewire Software, Inc.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNR,PENTAIR plc,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUMC,"Yum China Holdings, Inc.",analyzed,True,16,3,5,0,1,0,0,0,1,6,0,,,,5.0,1.0,,,1.0,1.0,,,,,,,,5.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
GDDY,GoDaddy Inc.,analyzed,True,29,5,0,2,19,0,2,1,0,0,0,,16.0,,,3.0,,,4.0,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USFD,US Foods Holding Corp.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DD,"DuPont de Nemours, Inc.",analyzed,True,9,0,1,0,0,0,1,0,0,7,0,,,,5.0,,,1.0,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
APTV,Aptiv PLC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKO,"TKO Group Holdings, Inc.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOW,DOW INC.,analyzed,True,10,1,0,0,0,0,5,0,0,4,0,,,,4.0,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEN,Gen Digital Inc.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVRG,"Evergy, Inc.",analyzed,True,13,4,1,1,0,0,5,0,2,0,0,,,,,,,2.0,2.0,,1.0,1.0,1.0,,,,,,1.0,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
WY,WEYERHAEUSER CO,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FN,Fabrinet,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNT,ALLIANT ENERGY CORP,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLX,HOLOGIC INC,analyzed,True,19,10,2,0,3,0,0,1,1,2,0,,,,2.0,3.0,,,,,,,,,,,1.0,2.0,8.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
BURL,"Burlington Stores, Inc.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOGI,LOGITECH INTERNATIONAL S.A.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APG,APi Group Corp,analyzed,True,6,2,0,0,1,0,2,0,0,0,1,,,,,1.0,,1.0,,,,,,,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
TRU,TransUnion,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVT,nVent Electric plc,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COO,"COOPER COMPANIES, INC.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBRK,"Rubrik, Inc.",analyzed,True,64,43,1,1,7,0,12,0,0,0,0,,3.0,,,3.0,4.0,2.0,36.0,1.0,,,1.0,,,,,,2.0,,10.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
J,JACOBS SOLUTIONS INC.,analyzed,True,18,0,0,0,0,0,0,0,0,17,1,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
TLN,Talen Energy Corp,analyzed,True,2,1,0,0,1,0,0,0,0,0,0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVH,Invitation Homes Inc.,analyzed,True,14,5,0,0,1,0,4,0,0,4,0,,,,4.0,1.0,,3.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WES,"Western Midstream Partners, LP",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWXT,"BWX Technologies, Inc.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKTA,"Okta, Inc.",analyzed,True,27,12,0,0,8,0,1,0,0,6,0,,4.0,,6.0,3.0,,1.0,7.0,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
CRS,CARPENTER TECHNOLOGY CORP,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROKU,"ROKU, INC",analyzed,True,5,4,0,1,0,0,0,0,0,0,0,,,,,,,,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRBG,"Corebridge Financial, Inc.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA,MID AMERICA APARTMENT COMMUNITIES INC.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JLL,JONES LANG LASALLE INC,analyzed,True,15,5,0,2,3,0,1,0,0,4,0,,,,3.0,3.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDP,"Medpace Holdings, Inc.",analyzed,True,18,8,0,0,4,0,4,2,0,0,0,,2.0,,,2.0,,1.0,1.0,2.0,,1.0,,,,,,,2.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
SUI,SUN COMMUNITIES INC,analyzed,True,2,0,0,0,1,0,0,0,0,1,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULS,UL Solutions Inc.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EWBC,EAST WEST BANCORP INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNF,"Fidelity National Financial, Inc.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,TEXTRON INC,analyzed,True,6,3,0,0,0,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,ALBEMARLE CORP,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBY,BEST BUY CO INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H,Hyatt Hotels Corp,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROIV,Roivant Sciences Ltd.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS,"RELIANCE, INC.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFIV,"F5, INC.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVMD,"Revolution Medicines, Inc.",analyzed,True,8,8,0,0,0,0,0,0,0,0,0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBIX,NEUROCRINE BIOSCIENCES INC,analyzed,True,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLY,ANNALY CAPITAL MANAGEMENT INC,analyzed,True,4,1,0,0,1,0,2,0,0,0,0,,,,,1.0,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VG,"Venture Global, Inc.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECK,DECKERS OUTDOOR CORP,analyzed,True,15,7,0,0,1,0,3,0,0,4,0,,,,4.0,1.0,,3.0,1.0,1.0,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERIE,ERIE INDEMNITY CO,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI,ATI INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITT,ITT INC.,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARCC,ARES CAPITAL CORP,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMNR,"BITMINE IMMERSION TECHNOLOGIES, INC.",analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPZ,DOMINOS PIZZA INC,analyzed,False,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
