name,sector,country,founded,tags
Biotech Company 168,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 169,Biotechnology,CAN,2001,"['biotechnology', 'pharma']"
Biotech Company 170,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 171,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 172,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 173,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 174,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 175,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 176,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 177,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 178,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 179,Biotechnology,CAN,2011,"['biotechnology', 'pharma']"
Biotech Company 180,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 181,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 182,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 183,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 184,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 185,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 186,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 187,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 188,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 189,Biotechnology,CAN,2021,"['biotechnology', 'pharma']"
Biotech Company 190,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 191,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 192,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 193,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 194,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 195,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 196,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 197,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 198,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 199,Biotechnology,CAN,2007,"['biotechnology', 'pharma']"
Biotech Company 200,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 201,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 202,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 203,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 204,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 205,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 206,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 207,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 208,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 209,Biotechnology,CAN,2017,"['biotechnology', 'pharma']"
Biotech Company 210,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 211,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 212,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 213,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 214,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 215,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 216,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 217,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 218,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 219,Biotechnology,CAN,2003,"['biotechnology', 'pharma']"
Biotech Company 220,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 221,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 222,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 223,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 224,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 225,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 226,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 227,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 228,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 229,Biotechnology,CAN,2013,"['biotechnology', 'pharma']"
Biotech Company 230,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 231,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 232,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 233,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 234,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 235,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 236,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 237,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 238,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 239,Biotechnology,CAN,2023,"['biotechnology', 'pharma']"
Biotech Company 240,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 241,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 242,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 243,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 244,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 245,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 246,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 247,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 248,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 249,Biotechnology,CAN,2009,"['biotechnology', 'pharma']"
Biotech Company 250,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 251,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 252,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 253,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 254,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 255,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 256,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 257,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 258,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 259,Biotechnology,CAN,2019,"['biotechnology', 'pharma']"
Biotech Company 260,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 261,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 262,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 263,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 264,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 265,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 266,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 267,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 268,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 269,Biotechnology,CAN,2005,"['biotechnology', 'pharma']"
Biotech Company 270,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 271,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 272,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 273,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 274,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 275,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 276,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 277,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 278,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 279,Biotechnology,CAN,2015,"['biotechnology', 'pharma']"
Biotech Company 280,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 281,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 282,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 283,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 284,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 285,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 286,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 287,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 288,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 289,Biotechnology,CAN,2001,"['biotechnology', 'pharma']"
Biotech Company 290,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 291,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 292,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 293,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 294,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 295,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 296,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 297,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 298,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 299,Biotechnology,CAN,2011,"['biotechnology', 'pharma']"
Biotech Company 300,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 301,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 302,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 303,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 304,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 305,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 306,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 307,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 308,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 309,Biotechnology,CAN,2021,"['biotechnology', 'pharma']"
Biotech Company 310,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 311,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 312,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 313,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 314,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 315,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 316,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 317,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 318,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 319,Biotechnology,CAN,2007,"['biotechnology', 'pharma']"
Biotech Company 320,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 321,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 322,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 323,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 324,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 325,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 326,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 327,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 328,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 329,Biotechnology,CAN,2017,"['biotechnology', 'pharma']"
Biotech Company 330,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 331,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 332,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 333,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 334,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 335,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 336,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 337,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 338,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 339,Biotechnology,CAN,2003,"['biotechnology', 'pharma']"
Biotech Company 340,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 341,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 342,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 343,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 344,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 345,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 346,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 347,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 348,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 349,Biotechnology,CAN,2013,"['biotechnology', 'pharma']"
Biotech Company 350,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 351,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 352,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 353,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 354,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 355,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 356,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 357,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 358,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 359,Biotechnology,CAN,2023,"['biotechnology', 'pharma']"
Biotech Company 360,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 361,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 362,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 363,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 364,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 365,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 366,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 367,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 368,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 369,Biotechnology,CAN,2009,"['biotechnology', 'pharma']"
Biotech Company 370,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 371,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 372,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 373,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 374,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 375,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 376,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 377,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 378,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 379,Biotechnology,CAN,2019,"['biotechnology', 'pharma']"
Biotech Company 380,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 381,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 382,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 383,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 384,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 385,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 386,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 387,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 388,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 389,Biotechnology,CAN,2005,"['biotechnology', 'pharma']"
Biotech Company 390,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 391,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 392,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 393,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 394,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 395,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 396,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 397,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 398,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 399,Biotechnology,CAN,2015,"['biotechnology', 'pharma']"
Biotech Company 400,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 401,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 402,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 403,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 404,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 405,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 406,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 407,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 408,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 409,Biotechnology,CAN,2001,"['biotechnology', 'pharma']"
Biotech Company 410,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 411,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 412,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 413,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 414,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 415,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 416,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 417,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 418,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 419,Biotechnology,CAN,2011,"['biotechnology', 'pharma']"
Biotech Company 420,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 421,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 422,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 423,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 424,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 425,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 426,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 427,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 428,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 429,Biotechnology,CAN,2021,"['biotechnology', 'pharma']"
Biotech Company 430,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 431,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 432,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 433,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 434,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 435,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 436,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 437,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 438,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 439,Biotechnology,CAN,2007,"['biotechnology', 'pharma']"
Biotech Company 440,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 441,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 442,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 443,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 444,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 445,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 446,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 447,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 448,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 449,Biotechnology,CAN,2017,"['biotechnology', 'pharma']"
Biotech Company 450,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 451,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 452,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 453,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 454,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 455,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 456,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 457,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 458,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 459,Biotechnology,CAN,2003,"['biotechnology', 'pharma']"
Biotech Company 460,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 461,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 462,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 463,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 464,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 465,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 466,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 467,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 468,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 469,Biotechnology,CAN,2013,"['biotechnology', 'pharma']"
Biotech Company 470,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 471,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 472,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 473,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 474,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 475,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 476,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 477,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 478,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 479,Biotechnology,CAN,2023,"['biotechnology', 'pharma']"
Biotech Company 480,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 481,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 482,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 483,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 484,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 485,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 486,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 487,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 488,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 489,Biotechnology,CAN,2009,"['biotechnology', 'pharma']"
Biotech Company 490,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 491,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 492,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 493,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 494,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 495,Biotechnology,USA,2015,"['biotechnology', 'pharma']"
Biotech Company 496,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 497,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 498,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 499,Biotechnology,CAN,2019,"['biotechnology', 'pharma']"
Biotech Company 500,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 501,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 502,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 503,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 504,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 505,Biotechnology,USA,2001,"['biotechnology', 'pharma']"
Biotech Company 506,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 507,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 508,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 509,Biotechnology,CAN,2005,"['biotechnology', 'pharma']"
Biotech Company 510,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
Biotech Company 511,Biotechnology,USA,2007,"['biotechnology', 'pharma']"
Biotech Company 512,Biotechnology,USA,2008,"['biotechnology', 'pharma']"
Biotech Company 513,Biotechnology,USA,2009,"['biotechnology', 'pharma']"
Biotech Company 514,Biotechnology,USA,2010,"['biotechnology', 'pharma']"
Biotech Company 515,Biotechnology,USA,2011,"['biotechnology', 'pharma']"
Biotech Company 516,Biotechnology,USA,2012,"['biotechnology', 'pharma']"
Biotech Company 517,Biotechnology,USA,2013,"['biotechnology', 'pharma']"
Biotech Company 518,Biotechnology,USA,2014,"['biotechnology', 'pharma']"
Biotech Company 519,Biotechnology,CAN,2015,"['biotechnology', 'pharma']"
Biotech Company 520,Biotechnology,USA,2016,"['biotechnology', 'pharma']"
Biotech Company 521,Biotechnology,USA,2017,"['biotechnology', 'pharma']"
Biotech Company 522,Biotechnology,USA,2018,"['biotechnology', 'pharma']"
Biotech Company 523,Biotechnology,USA,2019,"['biotechnology', 'pharma']"
Biotech Company 524,Biotechnology,USA,2020,"['biotechnology', 'pharma']"
Biotech Company 525,Biotechnology,USA,2021,"['biotechnology', 'pharma']"
Biotech Company 526,Biotechnology,USA,2022,"['biotechnology', 'pharma']"
Biotech Company 527,Biotechnology,USA,2023,"['biotechnology', 'pharma']"
Biotech Company 528,Biotechnology,USA,2000,"['biotechnology', 'pharma']"
Biotech Company 529,Biotechnology,CAN,2001,"['biotechnology', 'pharma']"
Biotech Company 530,Biotechnology,USA,2002,"['biotechnology', 'pharma']"
Biotech Company 531,Biotechnology,USA,2003,"['biotechnology', 'pharma']"
Biotech Company 532,Biotechnology,USA,2004,"['biotechnology', 'pharma']"
Biotech Company 533,Biotechnology,USA,2005,"['biotechnology', 'pharma']"
Biotech Company 534,Biotechnology,USA,2006,"['biotechnology', 'pharma']"
