cik,ticker,name,sector,proxy_filings,10k_filings
0000105770,WST,WEST PHARMACEUTICAL SERVICES INC,Biotechnology,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-21', 'accession_number': '0001558370-25-003461', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/105770/000155837025003461/0001558370-25-003461-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-13', 'accession_number': '0001558370-24-003056', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/105770/000155837024003056/0001558370-24-003056-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-15', 'accession_number': '0001558370-23-003783', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/105770/000155837023003783/0001558370-23-003783-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-18', 'accession_number': '0000105770-25-000013', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/105770/000010577025000013/0000105770-25-000013-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-20', 'accession_number': '0000105770-24-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/105770/000010577024000015/0000105770-24-000015-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-21', 'accession_number': '0000105770-23-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/105770/000010577023000012/0000105770-23-000012-index.htm'}]"
0000728535,JBHT,HUNT J B TRANSPORT SERVICES INC,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-14', 'accession_number': '0001437749-25-007646', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/728535/000143774925007646/0001437749-25-007646-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-14', 'accession_number': '0001437749-24-007781', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/728535/000143774924007781/0001437749-24-007781-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-16', 'accession_number': '0001437749-23-006831', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/728535/000143774923006831/0001437749-23-006831-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-21', 'accession_number': '0001437749-25-004736', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/728535/000143774925004736/0001437749-25-004736-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-23', 'accession_number': '0001437749-24-005368', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/728535/000143774924005368/0001437749-24-005368-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-24', 'accession_number': '0001437749-23-004530', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/728535/000143774923004530/0001437749-23-004530-index.htm'}]"
0001089063,DKS,"DICK'S SPORTING GOODS, INC.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-05-02', 'accession_number': '0001089063-25-000054', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1089063/000108906325000054/0001089063-25-000054-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-05-02', 'accession_number': '0001089063-24-000060', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1089063/000108906324000060/0001089063-24-000060-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-05-05', 'accession_number': '0001089063-23-000076', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1089063/000108906323000076/0001089063-23-000076-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-27', 'accession_number': '0001089063-25-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1089063/000108906325000012/0001089063-25-000012-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-03-28', 'accession_number': '0001089063-24-000037', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1089063/000108906324000037/0001089063-24-000037-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-03-23', 'accession_number': '0001089063-23-000023', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1089063/000108906323000023/0001089063-23-000023-index.htm'}]"
0001330568,SLV,iShares Silver Trust,General Market,[],"[{'filing_type': '10-K', 'filing_date': '2025-02-19', 'accession_number': '0001437749-25-004259', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1330568/000143774925004259/0001437749-25-004259-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-20', 'accession_number': '0001437749-24-004672', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1330568/000143774924004672/0001437749-24-004672-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-23', 'accession_number': '0001437749-23-004332', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1330568/000143774923004332/0001437749-23-004332-index.htm'}]"
0000864749,TRMB,TRIMBLE INC.,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-30', 'accession_number': '0000864749-25-000100', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/864749/000086474925000100/0000864749-25-000100-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-16', 'accession_number': '0000864749-24-000093', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/864749/000086474924000093/0000864749-24-000093-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-18', 'accession_number': '0000864749-23-000053', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/864749/000086474923000053/0000864749-23-000053-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-04-25', 'accession_number': '0000864749-25-000090', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/864749/000086474925000090/0000864749-25-000090-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-26', 'accession_number': '0000864749-24-000047', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/864749/000086474924000047/0000864749-24-000047-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-17', 'accession_number': '0000864749-23-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/864749/000086474923000012/0000864749-23-000012-index.htm'}]"
0001402057,CDW,CDW Corp,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-09', 'accession_number': '0001308179-25-000419', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1402057/000130817925000419/0001308179-25-000419-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-10', 'accession_number': '0001308179-24-000494', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1402057/000130817924000494/0001308179-24-000494-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-07', 'accession_number': '0001308179-23-000596', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1402057/000130817923000596/0001308179-23-000596-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-21', 'accession_number': '0001402057-25-000018', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1402057/000140205725000018/0001402057-25-000018-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-26', 'accession_number': '0001402057-24-000015', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1402057/000140205724000015/0001402057-24-000015-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-24', 'accession_number': '0001402057-23-000052', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1402057/000140205723000052/0001402057-23-000052-index.htm'}]"
0001748790,AMCR,Amcor plc,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-09-23', 'accession_number': '0001748790-25-000032', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1748790/000174879025000032/0001748790-25-000032-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-08-15', 'accession_number': '0001748790-25-000023', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1748790/000174879025000023/0001748790-25-000023-index.htm'}]"
0001681459,FTI,TechnipFMC plc,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-14', 'accession_number': '0001681459-25-000068', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1681459/000168145925000068/0001681459-25-000068-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-15', 'accession_number': '0001140361-24-013498', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1681459/000114036124013498/0001140361-24-013498-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-17', 'accession_number': '0001140361-23-012327', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1681459/000114036123012327/0001140361-23-012327-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-27', 'accession_number': '0001681459-25-000036', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1681459/000168145925000036/0001681459-25-000036-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-27', 'accession_number': '0001681459-24-000070', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1681459/000168145924000070/0001681459-24-000070-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-24', 'accession_number': '0001681459-23-000052', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1681459/000168145923000052/0001681459-23-000052-index.htm'}]"
0002013003,PMDIY,Pro Medicus Ltd./ADR,General Market,[],[]
0000909037,SQM,CHEMICAL & MINING CO OF CHILE INC,General Market,[],[]
0000879169,INCY,INCYTE CORP,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-29', 'accession_number': '0001104659-25-041209', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/879169/000110465925041209/0001104659-25-041209-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-29', 'accession_number': '0001104659-24-053517', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/879169/000110465924053517/0001104659-24-053517-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-28', 'accession_number': '0001104659-23-052109', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/879169/000110465923052109/0001104659-23-052109-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-10', 'accession_number': '0001628280-25-004633', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/879169/000162828025004633/0001628280-25-004633-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-13', 'accession_number': '0000879169-24-000045', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/879169/000087916924000045/0000879169-24-000045-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-07', 'accession_number': '0000879169-23-000008', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/879169/000087916923000008/0000879169-23-000008-index.htm'}]"
0001043277,CHRW,"C. H. ROBINSON WORLDWIDE, INC.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-25', 'accession_number': '0001043277-25-000014', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1043277/000104327725000014/0001043277-25-000014-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-26', 'accession_number': '0001043277-24-000013', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1043277/000104327724000013/0001043277-24-000013-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-21', 'accession_number': '0001043277-23-000009', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1043277/000104327723000009/0001043277-23-000009-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-14', 'accession_number': '0001043277-25-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1043277/000104327725000012/0001043277-25-000012-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-16', 'accession_number': '0001043277-24-000011', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1043277/000104327724000011/0001043277-24-000011-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-17', 'accession_number': '0001043277-23-000005', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1043277/000104327723000005/0001043277-23-000005-index.htm'}]"
0001810997,XPEV,XPENG INC.,General Market,[],[]
0001659166,FTV,Fortive Corp,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-21', 'accession_number': '0000950170-25-056329', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1659166/000095017025056329/0000950170-25-056329-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-22', 'accession_number': '0001193125-24-104931', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1659166/000119312524104931/0001193125-24-104931-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-24', 'accession_number': '0001193125-23-113067', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1659166/000119312523113067/0001193125-23-113067-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-25', 'accession_number': '0001659166-25-000024', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1659166/000165916625000024/0001659166-25-000024-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-27', 'accession_number': '0001659166-24-000046', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1659166/000165916624000046/0001659166-24-000046-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-28', 'accession_number': '0001659166-23-000080', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1659166/000165916623000080/0001659166-23-000080-index.htm'}]"
0001996862,BG,Bunge Global SA,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-04', 'accession_number': '0001996862-25-000078', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1996862/000199686225000078/0001996862-25-000078-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-05', 'accession_number': '0001996862-24-000087', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1996862/000199686224000087/0001996862-24-000087-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-20', 'accession_number': '0001996862-25-000008', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1996862/000199686225000008/0001996862-25-000008-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-22', 'accession_number': '0001996862-24-000007', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1996862/000199686224000007/0001996862-24-000007-index.htm'}]"
0000085535,RGLD,ROYAL GOLD INC,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-04', 'accession_number': '0000085535-25-000065', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/85535/000008553525000065/0000085535-25-000065-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-08', 'accession_number': '0001104659-24-044768', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/85535/000110465924044768/0001104659-24-044768-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-13', 'accession_number': '0000085535-25-000012', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/85535/000008553525000012/0000085535-25-000012-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-15', 'accession_number': '0001558370-24-001192', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/85535/000155837024001192/0001558370-24-001192-index.htm'}]"
0000075677,PKG,PACKAGING CORP OF AMERICA,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-27', 'accession_number': '0001193125-25-064584', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/75677/000119312525064584/0001193125-25-064584-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-28', 'accession_number': '0001193125-24-079613', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/75677/000119312524079613/0001193125-24-079613-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-23', 'accession_number': '0001193125-23-077463', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/75677/000119312523077463/0001193125-23-077463-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-27', 'accession_number': '0000950170-25-028533', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/75677/000095017025028533/0000950170-25-028533-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-29', 'accession_number': '0000950170-24-022794', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/75677/000095017024022794/0000950170-24-022794-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-23', 'accession_number': '0000950170-23-003990', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/75677/000095017023003990/0000950170-23-003990-index.htm'}]"
0001039610,EDPFY,EDP ENERGIAS DE PORTUGAL SA,General Market,[],[]
0001533232,BEP,Brookfield Renewable Partners L.P.,Energy and Climate,[],[]
0000040987,GPC,GENUINE PARTS CO,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-02-28', 'accession_number': '0000040987-25-000034', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/40987/000004098725000034/0000040987-25-000034-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-01', 'accession_number': '0000040987-24-000037', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/40987/000004098724000037/0000040987-24-000037-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-03', 'accession_number': '0001193125-23-059072', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/40987/000119312523059072/0001193125-23-059072-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-21', 'accession_number': '0000040987-25-000026', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/40987/000004098725000026/0000040987-25-000026-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-22', 'accession_number': '0000040987-24-000024', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/40987/000004098724000024/0000040987-24-000024-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-23', 'accession_number': '0000040987-23-000008', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/40987/000004098723000008/0000040987-23-000008-index.htm'}]"
0000091440,SNA,Snap-on Inc,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-12', 'accession_number': '0000091440-25-000023', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/91440/000009144025000023/0000091440-25-000023-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-12', 'accession_number': '0001193125-24-065013', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/91440/000119312524065013/0001193125-24-065013-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-10', 'accession_number': '0001193125-23-066324', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/91440/000119312523066324/0001193125-23-066324-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-13', 'accession_number': '0000091440-25-000010', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/91440/000009144025000010/0000091440-25-000010-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-16', 'accession_number': '0000091440-24-000005', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/91440/000009144024000005/0000091440-24-000005-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-09', 'accession_number': '0000091440-23-000005', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/91440/000009144023000005/0000091440-23-000005-index.htm'}]"
0001590364,FTAI,FTAI Aviation Ltd.,Space and Aerospace,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-16', 'accession_number': '0001140361-25-014179', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1590364/000114036125014179/0001140361-25-014179-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-12', 'accession_number': '0001140361-24-019617', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1590364/000114036124019617/0001140361-24-019617-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-11', 'accession_number': '0001140361-23-017784', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1590364/000114036123017784/0001140361-23-017784-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-03-03', 'accession_number': '0001590364-25-000006', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1590364/000159036425000006/0001590364-25-000006-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-26', 'accession_number': '0001590364-24-000003', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1590364/000159036424000003/0001590364-24-000003-index.htm'}]"
0001617640,ZG,"ZILLOW GROUP, INC.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-16', 'accession_number': '0001617640-25-000056', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1617640/000161764025000056/0001617640-25-000056-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-16', 'accession_number': '0001617640-24-000061', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1617640/000161764024000061/0001617640-24-000061-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-26', 'accession_number': '0001617640-23-000056', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1617640/000161764023000056/0001617640-23-000056-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-11', 'accession_number': '0001617640-25-000016', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1617640/000161764025000016/0001617640-25-000016-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-15', 'accession_number': '0001617640-24-000022', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1617640/000161764024000022/0001617640-24-000022-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-15', 'accession_number': '0001617640-23-000010', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1617640/000161764023000010/0001617640-23-000010-index.htm'}]"
0001136869,ZBH,"ZIMMER BIOMET HOLDINGS, INC.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-04-14', 'accession_number': '0000950170-25-053494', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1136869/000095017025053494/0000950170-25-053494-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-27', 'accession_number': '0000950170-24-037305', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1136869/000095017024037305/0000950170-24-037305-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-03-30', 'accession_number': '0001193125-23-085733', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1136869/000119312523085733/0001193125-23-085733-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-25', 'accession_number': '0000950170-25-026604', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1136869/000095017025026604/0000950170-25-026604-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-23', 'accession_number': '0000950170-24-019353', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1136869/000095017024019353/0000950170-24-019353-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-24', 'accession_number': '0000950170-23-004264', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1136869/000095017023004264/0000950170-23-004264-index.htm'}]"
0000035527,FITBI,FIFTH THIRD BANCORP,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-03-04', 'accession_number': '0001193125-25-045653', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/35527/000119312525045653/0001193125-25-045653-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-03-05', 'accession_number': '0001193125-24-058164', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/35527/000119312524058164/0001193125-24-058164-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-24', 'accession_number': '0000035527-25-000079', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/35527/000003552725000079/0000035527-25-000079-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-27', 'accession_number': '0000035527-24-000088', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/35527/000003552724000088/0000035527-24-000088-index.htm'}]"
0000063754,MKC,MCCORMICK & CO INC,General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-02-13', 'accession_number': '0000063754-25-000016', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63754/000006375425000016/0000063754-25-000016-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-02-15', 'accession_number': '0001308179-24-000026', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63754/000130817924000026/0001308179-24-000026-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-02-17', 'accession_number': '0001308179-23-000045', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63754/000130817923000045/0001308179-23-000045-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-01-23', 'accession_number': '0000063754-25-000005', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63754/000006375425000005/0000063754-25-000005-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-01-25', 'accession_number': '0000063754-24-000027', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63754/000006375424000027/0000063754-24-000027-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-01-26', 'accession_number': '0000063754-23-000005', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/63754/000006375423000005/0000063754-23-000005-index.htm'}]"
0001671933,TTD,"Trade Desk, Inc.",General Market,"[{'filing_type': 'DEF 14A', 'filing_date': '2025-07-24', 'accession_number': '0001193125-25-164411', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1671933/000119312525164411/0001193125-25-164411-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2025-04-09', 'accession_number': '0001671933-25-000048', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1671933/000167193325000048/0001671933-25-000048-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-10-03', 'accession_number': '0001193125-24-231685', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1671933/000119312524231685/0001193125-24-231685-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2024-04-12', 'accession_number': '0001671933-24-000037', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1671933/000167193324000037/0001671933-24-000037-index.htm'}, {'filing_type': 'DEF 14A', 'filing_date': '2023-04-12', 'accession_number': '0001671933-23-000016', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1671933/000167193323000016/0001671933-23-000016-index.htm'}]","[{'filing_type': '10-K', 'filing_date': '2025-02-21', 'accession_number': '0001671933-25-000029', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1671933/000167193325000029/0001671933-25-000029-index.htm'}, {'filing_type': '10-K', 'filing_date': '2024-02-15', 'accession_number': '0001671933-24-000014', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1671933/000167193324000014/0001671933-24-000014-index.htm'}, {'filing_type': '10-K', 'filing_date': '2023-02-15', 'accession_number': '0001671933-23-000007', 'filing_url': 'https://www.sec.gov/Archives/edgar/data/1671933/000167193323000007/0001671933-23-000007-index.htm'}]"
0001579878,FIG,"Figma, Inc.",General Market,[],[]
